"Name","Time","Link","Rating"
"Yichen Sun","24:44.9","https://www.tfrrs.org/athletes/8587794/MIT/Yichen_Sun.html","949.0112200645975"
"Alex Hrycyszyn","24:46.7","https://www.tfrrs.org/athletes/8600935/NYU/Alex_Hrycyszyn.html","946.7146086500978"
"Jacob Kluckhohn","24:47.6","https://www.tfrrs.org/athletes/7736900/North_Central_IL/Jacob_Kluckhohn.html","945.56942795077"
"Ashton Deriso","24:48.6","https://www.tfrrs.org/athletes/7901326/Oglethorpe/Ashton_Deriso.html","944.2994402786562"
"Stan Craig","24:49.3","https://www.tfrrs.org/athletes/8628820/Amherst/Stan_Craig.html","943.4119706425838"
"Ellis Iurilli-Hough","24:49.3","https://www.tfrrs.org/athletes/8623316/Conn_College/Ellis_Iurilli-Hough.html","943.4119706425838"
"Cian Monaghan","24:49.9","https://www.tfrrs.org/athletes/8257960/Puget_Sound/Cian_Monaghan.html","942.6522777699015"
"Gael Manzur Strandlund","24:50.3","https://www.tfrrs.org/athletes/8254417/St_Olaf/Gael_Manzur_Strandlund.html","942.1463255333134"
"Spencer May","24:50.9","https://www.tfrrs.org/athletes/8586795/U_of_Chicago/Spencer_May.html","941.3881606024771"
"Micah Lachman","24:51.2","https://www.tfrrs.org/athletes/8234098/Haverford/Micah_Lachman.html","941.009421278612"
"Oliver Moss","24:53.0","https://www.tfrrs.org/athletes/8907113/Carnegie_Mellon/Oliver_Moss.html","938.7417777378178"
"Kenny Wanlass","24:53.9","https://www.tfrrs.org/athletes/8615741/Johns_Hopkins/Kenny_Wanlass.html","937.6110285514777"
"Harrison Dow","24:53.9","https://www.tfrrs.org/athletes/8628816/Amherst/Harrison_Dow.html","937.6110285514777"
"Sean Miller","24:54.4","https://www.tfrrs.org/athletes/8600514/Vassar/Sean_Miller.html","936.9837171392331"
"Carter Bengtson","24:54.5","https://www.tfrrs.org/athletes/9211174/Amherst/Carter_Bengtson.html","936.8583304052879"
"Quinn Hampson","24:55.5","https://www.tfrrs.org/athletes/8250204/Tufts/Quinn_Hampson.html","935.6058461463541"
"Jack Loughery","24:56.3","https://www.tfrrs.org/athletes/8270870/RPI/Jack_Loughery.html","934.605666252684"
"Mateo Alvarado-Venegas","24:56.5","https://www.tfrrs.org/athletes/8944177/Wis_Stevens_Point/Mateo_Alvarado-Venegas.html","934.3558718755413"
"Owen Johnson","24:56.9","https://www.tfrrs.org/athletes/8239821/Middlebury/Owen_Johnson.html","933.856583461837"
"Max Sudrzynski","24:57.5","https://www.tfrrs.org/athletes/9196541/Washington_U/Max_Sudrzynski.html","933.108400890613"
"Luke Zanuck","24:57.6","https://www.tfrrs.org/athletes/8280524/Williams/Luke_Zanuck.html","932.9837912154753"
"Logan Murphy","24:58.0","https://www.tfrrs.org/athletes/8598730/Wis_Stevens_Point/Logan_Murphy.html","932.4856020420218"
"Stian Asper","24:58.2","https://www.tfrrs.org/athletes/8623857/Redlands/Stian_Asper.html","932.2366570782929"
"Henry Dennen","24:59.1","https://www.tfrrs.org/athletes/8271782/Amherst/Henry_Dennen.html","931.1176374847234"
"Conor Daly","24:59.5","https://www.tfrrs.org/athletes/8238847/Washington_U/Conor_Daly.html","930.6209420811517"
"Andy Taylor","24:59.7","https://www.tfrrs.org/athletes/8259481/NYU/Andy_Taylor.html","930.3727434045433"
"Keaton Rush","24:59.9","https://www.tfrrs.org/athletes/8230588/Washington__Lee/Keaton_Rush.html","930.1246440074048"
"Sam Daunt","25:01.1","https://www.tfrrs.org/athletes/8892977/Washington__Lee/Sam__Daunt_.html","928.6381295311627"
"Mason Brown","25:02.1","https://www.tfrrs.org/athletes/8280396/Wis_La_Crosse/Mason_Brown.html","927.4020879676895"
"Chuck Vater","25:02.2","https://www.tfrrs.org/athletes/8946820/Wis_La_Crosse/Chuck_Vater.html","927.2786195587106"
"Ryan Podnar","25:02.9","https://www.tfrrs.org/athletes/8240163/Carnegie_Mellon/Ryan_Podnar.html","926.415030669986"
"Peter Neid","25:03.5","https://www.tfrrs.org/athletes/8625208/Pomona_Pitzer/Peter_Neid.html","925.6757714649433"
"Eli Welch","25:03.6","https://www.tfrrs.org/athletes/8929949/Williams/Eli_Welch.html","925.5526476302158"
"Collin Brown","25:04.3","https://www.tfrrs.org/athletes/8582027/Geneseo_St/Collin_Brown.html","924.6914681954389"
"Brady Ott","25:04.6","https://www.tfrrs.org/athletes/8918347/Johns_Hopkins/Brady_Ott.html","924.3227591903532"
"Liam Calhoun","25:07.4","https://www.tfrrs.org/athletes/8277198/Wesleyan/Liam_Calhoun.html","920.8920838280937"
"Paulino Guevara Mateo","25:07.4","https://www.tfrrs.org/athletes/9197574/Fitchburg_St/Paulino_Guevara_Mateo.html","920.8920838280937"
"Nikhil DeNatale","25:08.6","https://www.tfrrs.org/athletes/8280525/Williams/Nikhil_DeNatale.html","919.4276386574174"
"Landon Hering","25:09.7","https://www.tfrrs.org/athletes/8905802/MIT/Landon_Hering.html","918.0882971334421"
"Anthony Carney","25:10.4","https://www.tfrrs.org/athletes/8245807/Dubuque/Anthony__Carney.html","917.2375120618098"
"Joshua Pohle","25:11.6","https://www.tfrrs.org/athletes/8258900/Rose_Hulman/Joshua_Pohle.html","915.7817722905402"
"Sam Hansen","25:12.9","https://www.tfrrs.org/athletes/9178551/MIT/Sam_Hansen.html","914.2086282461129"
"Tim Neumann","25:12.9","https://www.tfrrs.org/athletes/8241897/MIT/Tim_Neumann.html","914.2086282461129"
"Gabe Nichols","25:13.0","https://www.tfrrs.org/athletes/8365829/Carleton/Gabe_Nichols.html","914.0877850978696"
"Jack Brown","25:13.8","https://www.tfrrs.org/athletes/8613773/Central_College/Jack_Brown.html","913.1219018895475"
"Jonathan Cobb","25:13.9","https://www.tfrrs.org/athletes/7729437/Lynchburg/Jonathan_Cobb.html","913.0012741408246"
"Nicolo Fasanelli","25:14.2","https://www.tfrrs.org/athletes/8588893/Carnegie_Mellon/Nicolo_Fasanelli.html","912.6395342794265"
"Dom Flitcraft","25:14.3","https://www.tfrrs.org/athletes/8624909/Washington__Jefferson/Dom_Flitcraft.html","912.5190020995097"
"Zach Sporaa","25:14.6","https://www.tfrrs.org/athletes/8612116/Wis_Platteville/Zach_Sporaa.html","912.1575487930967"
"Jacob Dinerman","25:14.7","https://www.tfrrs.org/athletes/8932490/Rutgers_Camden/Jacob_Dinerman.html","912.0371120810582"
"Solomon Zaugg","25:14.8","https://www.tfrrs.org/athletes/8896808/Wartburg/Solomon_Zaugg.html","911.9166992202354"
"Matthew Conway","25:15.5","https://www.tfrrs.org/athletes/7912199/Rowan/Matthew_Conway.html","911.0744764997718"
"Carston Cole","25:16.5","https://www.tfrrs.org/athletes/8239853/Hope/Carston_Cole.html","909.8733237279062"
"Payne Ratliff","25:16.5","https://www.tfrrs.org/athletes/8262437/Otterbein/Payne_Ratliff.html","909.8733237279062"
"Rory Lieberman","25:17.2","https://www.tfrrs.org/athletes/8894620/Lebanon_Valley/Rory_Lieberman.html","909.0339295824544"
"Tyler Bolaske","25:18.3","https://www.tfrrs.org/athletes/8594390/Keene_State/Tyler_Bolaske.html","907.7172265619776"
"Jacob Slater","25:18.6","https://www.tfrrs.org/athletes/8595348/Case_Western/Jacob_Slater.html","907.3586222290567"
"Nico Castellanos","25:18.9","https://www.tfrrs.org/athletes/9209054/Wis_La_Crosse/Nico_Castellanos.html","907.0002303604361"
"Justin Cascio","25:19.1","https://www.tfrrs.org/athletes/8270864/RPI/Justin_Cascio.html","906.7614204008707"
"Jonah Reisner","25:20.0","https://www.tfrrs.org/athletes/8626979/Tufts/Jonah_Reisner.html","905.6879418822305"
"Evan Parker","25:20.5","https://www.tfrrs.org/athletes/9164616/U_of_Chicago/Evan_Parker.html","905.0923884267658"
"Gavin Hefferan","25:21.5","https://www.tfrrs.org/athletes/8586651/Moravian/Gavin_Hefferan.html","903.9030424468931"
"Nathaniel Aronson","25:22.2","https://www.tfrrs.org/athletes/8582669/Bates/Nathaniel_Aronson.html","903.0718945748868"
"Liam Eifert","25:22.4","https://www.tfrrs.org/athletes/8586786/U_of_Chicago/Liam_Eifert.html","902.834634308042"
"Alexander Kermath","25:22.8","https://www.tfrrs.org/athletes/8277201/Wesleyan/Alexander_Kermath.html","902.3603941931452"
"Jack Deaver","25:23.3","https://www.tfrrs.org/athletes/8254411/St_Olaf/Jack_Deaver.html","901.7681193285931"
"Derick Koen","25:24.1","https://www.tfrrs.org/athletes/8243949/RIT/Derick_Koen.html","900.8216917185285"
"Rabbit Barnes","25:24.3","https://www.tfrrs.org/athletes/8230784/Colorado_College/Rabbit_Barnes.html","900.5853176204328"
"Camden Jaureguy","25:24.5","https://www.tfrrs.org/athletes/8595236/UC_Santa_Cruz/Camden_Jaureguy.html","900.3490365463817"
"Alex Jordan","25:24.6","https://www.tfrrs.org/athletes/8930136/Lynchburg/Alex_Jordan.html","900.23093087812"
"London Haley","25:24.9","https://www.tfrrs.org/athletes/8594665/Whitworth/London_Haley.html","899.8767532752212"
"Luke Munoz","25:25.1","https://www.tfrrs.org/athletes/8902271/NYU/Luke__Munoz.html","899.6407509805962"
"Sean Green","25:25.4","https://www.tfrrs.org/athletes/8896201/Washington_U/Sean_Green.html","899.2869215778436"
"Amos Bixler","25:26.6","https://www.tfrrs.org/athletes/8260160/Houghton/Amos_Bixler.html","897.8736893368866"
"Amokrane Aouchiche","25:26.7","https://www.tfrrs.org/athletes/8250205/Tufts/Amokrane_Aouchiche.html","897.7560703831122"
"Malcolm Oakes","25:28.0","https://www.tfrrs.org/athletes/8929947/Williams/Malcolm_Oakes.html","896.2291248032817"
"Jorge Clemente-Garcia","25:28.9","https://www.tfrrs.org/athletes/9164251/Pfeiffer/Jorge_Clemente-Garcia.html","895.1742895563506"
"Caden Schneider","25:29.9","https://www.tfrrs.org/athletes/8288384/Wis_Platteville/Caden_Schneider.html","894.0044330561648"
"Logan Begeman","25:30.2","https://www.tfrrs.org/athletes/8899242/Hope/Logan_Begeman.html","893.6539232677636"
"John Urciuoli","25:30.2","https://www.tfrrs.org/athletes/8606594/Emory/John_Urciuoli.html","893.6539232677636"
"Dylan Cote","25:30.6","https://www.tfrrs.org/athletes/8932601/Wesleyan/Dylan_Cote.html","893.1868974470116"
"Isaac Cohen","25:30.9","https://www.tfrrs.org/athletes/8891510/U_of_Chicago/Isaac_Cohen.html","892.836868294911"
"Caden Hildenbrand","25:31.0","https://www.tfrrs.org/athletes/8244622/George_Fox/Caden_Hildenbrand.html","892.7202376339476"
"Joshua Stone","25:31.2","https://www.tfrrs.org/athletes/8288386/Wis_Platteville/Joshua_Stone.html","892.4870448607935"
"Cameron Miles","25:32.1","https://www.tfrrs.org/athletes/8896582/Middlebury/Cameron__Miles.html","891.43880725539"
"Sam Su","25:32.3","https://www.tfrrs.org/athletes/8922701/John_Carroll/Sam_Su.html","891.20611636438"
"Cedar Nichols-Barnhart","25:33.0","https://www.tfrrs.org/athletes/9193663/Johns_Hopkins/Cedar_Nichols-Barnhart.html","890.3924153190393"
"Jerry Xu","25:33.5","https://www.tfrrs.org/athletes/8894117/Claremont_Mudd_Scripps/Jerry_Xu.html","889.8118823823448"
"Nathan Caldwell","25:33.7","https://www.tfrrs.org/athletes/8583511/Dickinson_College/Nathan_Caldwell.html","889.5798281696445"
"Aidan Armstrong","25:33.9","https://www.tfrrs.org/athletes/8233256/North_Central_IL/Aidan_Armstrong.html","889.3478647213033"
"Eli Doran","25:34.2","https://www.tfrrs.org/athletes/8254414/St_Olaf/Eli_Doran.html","889.0000896284419"
"Dylan Fiegener","25:34.4","https://www.tfrrs.org/athletes/9178552/MIT/Dylan_Fiegener.html","888.7683528840032"
"Calvin Cummings","25:34.5","https://www.tfrrs.org/athletes/8250206/Tufts/Calvin_Cummings.html","888.6525184893026"
"Luke Knestout","25:35.0","https://www.tfrrs.org/athletes/8891273/Dickinson_College/Luke_Knestout.html","888.0736860548993"
"Zachary Benner","25:35.5","https://www.tfrrs.org/athletes/8262225/Oglethorpe/Zachary_Benner.html","887.4954189785433"
"Thomas Franklin","25:36.5","https://www.tfrrs.org/athletes/8587045/Washington__Lee/Thomas_Franklin.html","886.3405779570764"
"Joseph Chukoskie","25:37.2","https://www.tfrrs.org/athletes/8234774/Lebanon_Valley/Joseph_Chukoskie.html","885.5335298969736"
"Benjamin Hughes","25:37.5","https://www.tfrrs.org/athletes/8587285/Middlebury/Benjamin_Hughes.html","885.1879895510684"
"Max Voss","25:37.5","https://www.tfrrs.org/athletes/8944341/Wis_Platteville/Max_Voss.html","885.1879895510684"
"Jacob Cobb","25:37.9","https://www.tfrrs.org/athletes/8241898/MIT/Jacob_Cobb.html","884.72758360889"
"Noah Bender","25:38.6","https://www.tfrrs.org/athletes/8586783/U_of_Chicago/Noah_Bender.html","883.9227370882381"
"William Dunaway","25:38.7","https://www.tfrrs.org/athletes/8587044/Washington__Lee/William_Dunaway.html","883.8078486741156"
"Noah Mahoney","25:39.0","https://www.tfrrs.org/athletes/8627107/Wesleyan/Noah_Mahoney.html","883.4633177939758"
"Louka Fetter","25:39.3","https://www.tfrrs.org/athletes/8244055/Messiah/Louka_Fetter.html","883.1189883349853"
"Adam Kollgaard","25:39.3","https://www.tfrrs.org/athletes/8588896/Carnegie_Mellon/Adam_Kollgaard.html","883.1189883349853"
"Cole Stencel","25:39.7","https://www.tfrrs.org/athletes/8631217/St_Johns_MN/Cole_Stencel.html","882.6601954401561"
"Simon Lane","25:39.8","https://www.tfrrs.org/athletes/9164464/Haverford/Simon_Lane.html","882.5455530796004"
"Hale Behan","25:40.2","https://www.tfrrs.org/athletes/8243872/Claremont_Mudd_Scripps/Hale_Behan.html","882.0872069159035"
"Andrew Namatka","25:40.3","https://www.tfrrs.org/athletes/8892549/Lebanon_Valley/Andrew_Namatka.html","881.9726761656215"
"Max Sporaa","25:40.5","https://www.tfrrs.org/athletes/8612115/Wis_Platteville/Max_Sporaa.html","881.7436815732677"
"Sean Heetland","25:40.6","https://www.tfrrs.org/athletes/8935266/Wis_Stevens_Point/Sean_Heetland.html","881.6292177196159"
"Paul Hobbs","25:41.3","https://www.tfrrs.org/athletes/8233242/Coast_Guard/Paul_Hobbs.html","880.8285944645577"
"Dan Anderson","25:42.7","https://www.tfrrs.org/athletes/8257607/Wis_Whitewater/Dan_Anderson.html","879.230616262722"
"Ryan Van de Berghe","25:43.0","https://www.tfrrs.org/athletes/8923313/Emory/Ryan_Van_de_Berghe.html","878.8887581382546"
"Jack Elfenbaum","25:43.2","https://www.tfrrs.org/athletes/8589156/Occidental/Jack_Elfenbaum.html","878.6609634763099"
"Jacob Bach","25:43.2","https://www.tfrrs.org/athletes/9167162/Cornell_College/Jacob_Bach.html","878.6609634763099"
"Connor Hitt","25:43.8","https://www.tfrrs.org/athletes/8923131/Geneseo_St/Connor_Hitt.html","877.9781106064472"
"Patrick Russell","25:44.0","https://www.tfrrs.org/athletes/8240824/St_Lawrence/Patrick_Russell.html","877.75066986895"
"Will Wise","25:44.4","https://www.tfrrs.org/athletes/8277294/Wesleyan/Will_Wise.html","877.2960534477929"
"Mike Brown","25:44.9","https://www.tfrrs.org/athletes/8280702/Wis_Stevens_Point/Mike_Brown.html","876.7282794255464"
"Paul Proteau","25:44.9","https://www.tfrrs.org/athletes/8262618/Wis_Oshkosh/Paul_Proteau.html","876.7282794255464"
"Andrew Thaler","25:45.1","https://www.tfrrs.org/athletes/8942459/Wis_Eau_Claire/Andrew_Thaler.html","876.50132413801"
"Trent Chadwick","25:45.3","https://www.tfrrs.org/athletes/8262615/Wis_Oshkosh/Trent_Chadwick.html","876.2744569656357"
"Alex Metko","25:45.5","https://www.tfrrs.org/athletes/8257615/Wis_Whitewater/Alex_Metko.html","876.0476778628157"
"Charlie Houck","25:45.9","https://www.tfrrs.org/athletes/9196546/Washington_U/Charlie_Houck.html","875.5943836835519"
"Jack Czarnecki","25:46.5","https://www.tfrrs.org/athletes/8625314/RPI/Jack_Czarnecki.html","874.9151017977999"
"Chris Gould","25:46.5","https://www.tfrrs.org/athletes/8262700/Colby/Chris_Gould.html","874.9151017977999"
"Rishi Shadaksharappa","25:46.5","https://www.tfrrs.org/athletes/9196547/Washington_U/Rishi_Shadaksharappa.html","874.9151017977999"
"Alex Bjork","25:46.8","https://www.tfrrs.org/athletes/8613874/St_Olaf/Alex_Bjork.html","874.5757572448783"
"Axel Klomparens","25:47.3","https://www.tfrrs.org/athletes/8230788/Colorado_College/Axel_Klomparens.html","874.0106215565881"
"Elias Kretchmar","25:48.4","https://www.tfrrs.org/athletes/8899246/Hope/Elias_Kretchmar.html","872.7692495789125"
"Matt Granizo","25:49.1","https://www.tfrrs.org/athletes/8264495/TCNJ/Matt_Granizo.html","871.9806620884897"
"Nicholas Lyndaker","25:49.4","https://www.tfrrs.org/athletes/8240819/St_Lawrence/Nicholas_Lyndaker.html","871.6430231659962"
"Grant Musick","25:50.0","https://www.tfrrs.org/athletes/9164614/U_of_Chicago/Grant_Musick.html","870.9683333713655"
"Ethan Sholk","25:50.2","https://www.tfrrs.org/athletes/9199621/Middlebury/Ethan_Sholk.html","870.743610845468"
"Keiyu Mamiya","25:50.4","https://www.tfrrs.org/athletes/8929944/Williams/Keiyu_Mamiya.html","870.5189752808827"
"Ari Elmayan","25:50.9","https://www.tfrrs.org/athletes/8895266/North_Central_IL/Ari_Elmayan.html","869.9577665308193"
"Cohen Manges","25:51.5","https://www.tfrrs.org/athletes/8599025/Swarthmore/Cohen_Manges.html","869.2850321057613"
"Pierce Clark","25:52.8","https://www.tfrrs.org/athletes/8894109/Claremont_Mudd_Scripps/Pierce__Clark.html","867.8301151870048"
"Huck Oakes","25:53.1","https://www.tfrrs.org/athletes/8902272/NYU/Huck_Oakes.html","867.4948838564043"
"Thomas Blake","25:53.4","https://www.tfrrs.org/athletes/8923138/Geneseo_St/Thomas_Blake.html","867.1598467314577"
"York Bourgeois","25:54.0","https://www.tfrrs.org/athletes/8907112/Carnegie_Mellon/York_Bourgeois.html","866.4903544987507"
"Martin Kimmel","25:54.4","https://www.tfrrs.org/athletes/8935268/Wis_Stevens_Point/Martin_Kimmel.html","866.0444569867713"
"Cannon Powell","25:54.5","https://www.tfrrs.org/athletes/8600269/Pfeiffer/Cannon_Powell.html","865.9330363883871"
"Ryan Weber","25:54.6","https://www.tfrrs.org/athletes/8582605/Misericordia/Ryan_Weber.html","865.8216372907779"
"Malachi Kurth","25:55.5","https://www.tfrrs.org/athletes/8935263/Wis_Stevens_Point/Malachi_Kurth.html","864.8200120350234"
"Rhys Phelps","25:55.7","https://www.tfrrs.org/athletes/8593661/Rose_Hulman/Rhys_Phelps.html","864.5976646874307"
"Lukas Walko","25:55.8","https://www.tfrrs.org/athletes/8584839/Lebanon_Valley/Lukas_Walko.html","864.4865231681591"
"Ryan Rininger","25:56.2","https://www.tfrrs.org/athletes/8280705/Wis_Stevens_Point/Ryan_Rininger.html","864.0421713260159"
"Thomas Stephens","25:56.5","https://www.tfrrs.org/athletes/8271785/Amherst/Thomas_Stephens.html","863.7091322369589"
"Randy White","25:57.2","https://www.tfrrs.org/athletes/8624430/Lynchburg/Randy_White.html","862.9327894395874"
"Bennett Melita","25:58.7","https://www.tfrrs.org/athletes/8619670/Utica/Bennett_Melita.html","861.2727184088087"
"Ben Lorenz","25:59.0","https://www.tfrrs.org/athletes/8896203/Washington_U/Ben_Lorenz.html","860.9412790820852"
"Ander Julian","25:59.4","https://www.tfrrs.org/athletes/8585414/Wartburg/Ander_Julian.html","860.4996575047984"
"Lance Miller","25:59.6","https://www.tfrrs.org/athletes/8245653/Knox/Lance_Miller_.html","860.2789741287731"
"Tiernan Colby","25:59.8","https://www.tfrrs.org/athletes/8625210/Pomona_Pitzer/Tiernan_Colby.html","860.0583756364101"
"Cooper Jacobsen","26:00.9","https://www.tfrrs.org/athletes/8899245/Hope/Cooper_Jacobsen.html","858.8465992801533"
"Avery Smart","26:01.7","https://www.tfrrs.org/athletes/8626980/Tufts/Avery_Smart.html","857.9669152210665"
"Jacob Pippel","26:01.9","https://www.tfrrs.org/athletes/8894114/Claremont_Mudd_Scripps/Jacob_Pippel.html","857.7472053845227"
"Zach Utz","26:03.3","https://www.tfrrs.org/athletes/8239823/Middlebury/Zach__Utz.html","856.2115968848165"
"Jacob Clouse","26:03.5","https://www.tfrrs.org/athletes/8239065/Ohio_Northern/Jacob_Clouse.html","855.992560918231"
"Jack Galminas","26:03.5","https://www.tfrrs.org/athletes/9175717/North_Central_IL/Jack_Galminas.html","855.992560918231"
"Ian Barnes","26:03.5","https://www.tfrrs.org/athletes/8351611/Wis_Eau_Claire/Ian_Barnes.html","855.992560918231"
"Kevin Matthews","26:04.9","https://www.tfrrs.org/athletes/8258446/TCNJ/Kevin__Matthews.html","854.4616598636816"
"Jonathan Harlow","26:05.0","https://www.tfrrs.org/athletes/8239857/Hope/Jonathan_Harlow.html","854.3524669741266"
"William Wadsley","26:05.2","https://www.tfrrs.org/athletes/8613783/Central_College/William_Wadsley.html","854.1341439782825"
"Lucas Guidone","26:05.7","https://www.tfrrs.org/athletes/8239856/Hope/Lucas_Guidone.html","853.588702474913"
"Paul Pfeifer","26:06.3","https://www.tfrrs.org/athletes/8612111/Wis_Platteville/Paul_Pfeifer.html","852.9348620527293"
"Cameron Sidebotham","26:06.4","https://www.tfrrs.org/athletes/8930137/Lynchburg/Cameron_Sidebotham.html","852.8259616906131"
"Ryan Hardiman","26:06.5","https://www.tfrrs.org/athletes/8280522/Williams/Ryan_Hardiman.html","852.7170821833109"
"Cooper Gundersen","26:06.8","https://www.tfrrs.org/athletes/8920019/St_Olaf/Cooper_Gundersen.html","852.3905687370487"
"Wyatt Leitzel","26:07.6","https://www.tfrrs.org/athletes/8892548/Lebanon_Valley/Wyatt_Leitzel.html","851.5207824990512"
"Connor Oiler","26:07.8","https://www.tfrrs.org/athletes/8261703/Johns_Hopkins/Connor_Oiler.html","851.3035439560228"
"Jack Crum","26:08.0","https://www.tfrrs.org/athletes/8582673/Bates/Jack_Crum.html","851.0863885346866"
"Jack Weddle","26:08.2","https://www.tfrrs.org/athletes/8930141/Lynchburg/Jack_Weddle.html","850.8693161926412"
"Eric Shelton","26:09.5","https://www.tfrrs.org/athletes/7886717/Lebanon_Valley/Eric_Shelton.html","849.4603681031829"
"Eduardo del Rosal","26:10.6","https://www.tfrrs.org/athletes/8593641/Rose_Hulman/Eduardo_del_Rosal.html","848.2709128757024"
"Moksh Patwari","26:10.8","https://www.tfrrs.org/athletes/8893247/TCNJ/Moksh_Patwari.html","848.0549167182289"
"Danny Reyes","26:10.9","https://www.tfrrs.org/athletes/8283084/Colby/Danny_Reyes.html","847.9469495753078"
"Ian Sharp","26:11.2","https://www.tfrrs.org/athletes/9212013/Pomona_Pitzer/Ian_Sharp.html","847.6231718268061"
"Joey Wilson","26:11.2","https://www.tfrrs.org/athletes/8621668/DeSales/Joey_Wilson.html","847.6231718268061"
"Jackson Kodenski","26:11.5","https://www.tfrrs.org/athletes/8587043/Washington__Lee/Jackson_Kodenski.html","847.2995794885231"
"Jack Nelson","26:12.6","https://www.tfrrs.org/athletes/8942454/Wis_Eau_Claire/Jack_Nelson.html","846.1146582496918"
"Matthew Short","26:13.2","https://www.tfrrs.org/athletes/8588903/Carnegie_Mellon/Matthew__Short.html","845.4693849398869"
"Liam Sakakeeny","26:13.5","https://www.tfrrs.org/athletes/8921814/Rochester/Liam_Sakakeeny.html","845.1470250591294"
"Rick Yanashita","26:14.1","https://www.tfrrs.org/athletes/8280521/Williams/Rick_Yanashita.html","844.5028581426958"
"Nathan Massie","26:15.8","https://www.tfrrs.org/athletes/8588899/Carnegie_Mellon/Nathan_Massie.html","842.6817127507293"
"Tucker Johnson","26:16.1","https://www.tfrrs.org/athletes/8257612/Wis_Whitewater/Tucker_Johnson.html","842.3609457257834"
"Aiden Moore","26:16.4","https://www.tfrrs.org/athletes/9169651/Hope/Aiden_Moore.html","842.0403618160693"
"Colby Cryer","26:16.7","https://www.tfrrs.org/athletes/8592792/Loras/Colby_Cryer.html","841.7199608822348"
"Karan Shetty","26:18.0","https://www.tfrrs.org/athletes/8239055/Benedictine_IL/Karan_Shetty.html","840.3336678299628"
"Liam McGoldrick","26:18.1","https://www.tfrrs.org/athletes/8262701/Colby/Liam_McGoldrick.html","840.2271717849752"
"Joe Berry","26:18.7","https://www.tfrrs.org/athletes/8921810/Rochester/Joe_Berry.html","839.5886204425232"
"Cameron Thompson","26:18.9","https://www.tfrrs.org/athletes/8581610/UMass_Dartmouth/Cameron_Thompson.html","839.3759317491539"
"Harrison Talcott","26:20.0","https://www.tfrrs.org/athletes/8628817/Amherst/Harrison_Talcott.html","838.2075872955877"
"Ryan McGrath","26:20.1","https://www.tfrrs.org/athletes/8233049/Loras/Ryan_McGrath.html","838.1014951414942"
"Gavin O'Connor","26:20.3","https://www.tfrrs.org/athletes/9196539/Washington_U/Gavin_O'Connor.html","837.889371250888"
"Rowan Cassidy","26:20.6","https://www.tfrrs.org/athletes/8261706/Johns_Hopkins/Rowan_Cassidy.html","837.5713363824882"
"Eli Ziegler","26:22.0","https://www.tfrrs.org/athletes/8916427/Colby/Eli__Ziegler.html","836.0895651796625"
"Stephen White","26:24.0","https://www.tfrrs.org/athletes/8916422/Colby/Stephen_White.html","833.9795608088082"
"Keegan Bratt","26:24.4","https://www.tfrrs.org/athletes/8608844/Wis_Whitewater/Keegan_Bratt.html","833.5585185028534"
"Jonas Rickert","26:24.7","https://www.tfrrs.org/athletes/8894115/Claremont_Mudd_Scripps/Jonas_Rickert.html","833.242945983927"
"Will Boschen","26:25.9","https://www.tfrrs.org/athletes/8593636/Rose_Hulman/Will_Boschen.html","831.9824462775802"
"Nolan Crooks","26:27.0","https://www.tfrrs.org/athletes/8582894/North_Central_IL/Nolan_Crooks.html","830.8294991817596"
"Alex Blumen","26:28.0","https://www.tfrrs.org/athletes/9188259/Wesleyan/Alex_Blumen.html","829.7834438883193"
"Vincent Mangat","26:28.1","https://www.tfrrs.org/athletes/8892497/Colorado_College/Vincent_Mangat.html","829.6789470280645"
"Tyler Schermerhorn","26:29.5","https://www.tfrrs.org/athletes/8352891/Wartburg/Tyler_Schermerhorn.html","828.2180612268269"
"James Catania","26:30.5","https://www.tfrrs.org/athletes/7918414/Rochester/James_Catania.html","827.1769324029711"
"Jackson Burger","26:31.6","https://www.tfrrs.org/athletes/8618218/RIT/Jackson_Burger.html","826.0339565313656"
"Sawyer Helms","26:32.7","https://www.tfrrs.org/athletes/8256111/Pfeiffer/Sawyer_Helms.html","824.893348034482"
"Evan Melito","26:32.9","https://www.tfrrs.org/athletes/8614448/TCNJ/Evan_Melito.html","824.6862185066014"
"Brinson Wyche","26:33.4","https://www.tfrrs.org/athletes/8239553/WPI/Brinson_Wyche.html","824.1687358735231"
"Thomas Manson","26:36.5","https://www.tfrrs.org/athletes/8930967/RPI/Thomas_Manson.html","820.9711880208931"
"Chris Lynn","26:37.0","https://www.tfrrs.org/athletes/8593655/Rose_Hulman/Chris_Lynn.html","820.4571976199525"
"Jonah Block","26:37.9","https://www.tfrrs.org/athletes/8257608/Wis_Whitewater/Jonah_Block.html","819.5332305047463"
"Dillon Hach","26:38.1","https://www.tfrrs.org/athletes/8606497/Baldwin_Wallace/Dillon_Hach.html","819.3281164446049"
"Cooper Feltz","26:39.7","https://www.tfrrs.org/athletes/8351616/Wis_Eau_Claire/Cooper_Feltz.html","817.689972541503"
"Matt Tippel","26:40.6","https://www.tfrrs.org/athletes/8612120/Wis_Platteville/Matt_Tippel.html","816.7706746843237"
"Brennan Tobin","26:41.6","https://www.tfrrs.org/athletes/9168580/Claremont_Mudd_Scripps/Brennan_Tobin.html","815.7510496982667"
